job_id,job_name,company_name,company_url,update_date,url,status,job_description,job_category,salary,job_type,location,management,business_trip,work_time,vacation,start_work,headcount,work_exp,education,major,language,skills,tools,certificates,other_requirements,legal_benefits,other_benefits,raw_benefits,contact_info,actively_hiring,applicants,created_at
8mps02026-01-22,醫療法人資訊室軟體開發工程師（工作地點：台北慈濟醫院）,佛教慈濟醫療財團法人台北慈濟醫院,,2026-01-22,https://www.104.com.tw/job/8mps0?jobsource=joblist_list,active,"◆佛教慈濟醫療財團法人資訊室軟體開發工程師（工作地點：台北慈濟醫院）
1.大學（含）以上，醫學資訊、資訊科學、資訊管理、資訊工程相關科系畢業。
2.工作經驗不拘，有資訊相關產業背景尤佳。
3.具資料庫、演算法知識及資訊技能：
　(1) 主要
　     A．熟悉 Flutter 框架與 Dart 語言、
  　   B．熟 Widget 架構、狀態管理（如 Riverpod、Bloc）、
  　   C．熟 UI/UX 具原生感的設計具備與原生平台（Android/Swift）互操作的基礎（透過 platform channel）
　(2) 熟 Firebase 整合、Flutter Web、測試（unit/integration test）
　(3) 有跨平台 Plugin 開發或底層原生開發經驗
　(4) Java，PHP，Python, Visual Basic.Net,ASP.Net, MSSQL， Oracle，MySQL， Javascript, CSS 。
4.學習能力強， 對程式開發及軟體工程具有熱情，願意嘗試新的技術及架構。
5.具良好的溝通能力，團隊配合度高。
6.依個別資歷、工作表現、職務內容等， 每月提供經驗年資薪、技術津貼、每季提供績效獎金。
說明：此為佛教慈濟醫療財團法人徵才，詳情請至慈濟醫療財團法人104人力銀行網頁查詢
https://www.104.com.tw/company/1a2x6bl86u?jobsource=index_s_ac

====================================================
※慈濟醫療資訊介紹：
   醫療是系統的主人：恪守正規軟體工程規劃　慈濟醫院達標數位化IT
    https://reurl.cc/o5M6Lv
   我們正在尋找勇於接受技術挑戰、自我要求高度成長的夥伴～
   我們提供最激勵人心的員工福利、培訓和發展計劃，創造一個能充分發揮潛⼒的環境， 
   期待追求⾃我挑戰、求新求變的夥伴加入。
   透過「Mentor」導師制、「Coaching」教練制之人才培育制度，推動新人培訓，讓資 
   深 具經驗之人員或主管進行業務指導和經驗傳授，提供新人在入職初期能夠按照前人步 
   驟、循序漸進的適應公司職務與文化，並且可同時增進新舊同事之間的交流、提供除了 
   制式規定之外的支持與關懷協助。
   歡迎有【熱忱】、【追求極致】、【樂於團隊合作】的夥伴一同打造先進的醫療資訊！
   我們要成為最頂尖的醫療資訊人才，你準備好作台灣醫療資訊的領頭羊了嗎？
   慈濟醫療資訊竭誠歡迎您的加入～
====================================================",Internet程式設計師、系統分析師、軟體工程師,"月薪37,000元以上取得專屬你的薪水報告",全職,新北市新店區建國路289號,不需負擔管理責任,需出差，一年累積時間未定,"日班
08:00~17:30",依公司規定,不限,1人,不拘,大學、碩士,資訊管理相關、資訊工程相關,"英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂
中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通
提升語文能力
提升語文能力",資料庫軟體應用、軟體程式設計、網路程式設計、資料庫程式設計,MS SQL、CSS、PHP、JavaScript、Oracle、MySQL、Python、ASP.NET、C#、Java,,,,,"◆ 獎金 / 禮品類
1.三節禮金/禮品 2.生日禮金/禮品 3.結婚禮金
◆ 保險類
1.勞保、健保、勞退 2.團體意外險 3.醫師責任險
◆ 制度類
1.績效獎金 2.員工提案獎金 3.完整的教育訓練
4.順暢的升遷管道 5.著作獎勵 6.派外受訓 7.在職進修
◆ 設備類
1.員工宿舍 2.員工餐廳 3.圖書館
◆ 請 / 休假制度 依法令提供相關假別
◆ 其他福利事項
1.員工餐廳、2.員工制服、3.員工購物優惠、特約商店、4.寬敞之宿舍(需符合申請條件)、5.社團活動(需符合申請條件)、6.員工旅遊(需符合申請條件)、7.健康檢查(需符合申請條件)、8.眷屬就醫優待(需符合申請條件)、9.子女就學獎助(需符合申請條件)、10.本院為無菸政策醫院，為維護同仁健康，院區內一律禁菸。","麥小姐
02-66289779-5300
可面試日：週一至週五
合適者將於14個工作天內主動聯繫，不合適者將不另行通知",false,0~5,2026-01-28 09:14:28.87553+00
8mqql2026-01-26,【擴編】Software Engineer / Java Engineer (Full Stack) - 全端軟體工程師(Spring boot),日新軟體股份有限公司,,2026-01-26,https://www.104.com.tw/job/8mqql?jobsource=joblist_list,active,"工作內容:
- JAVA 系統開發/設計/維護
- 優化系統性能，保障系統的高可用性
- 配合專案需求及職務指派進行on call

技能需求:
- 四年以上Java開發經驗，熟悉Spring、Spring boot
- 對數據結構有扎實的理解
- 具備RDBMS、Redis、MongoDB、ELK和Kafka經驗
- 具有至少一種前端框架的經驗，熟悉Angular者佳
- 熟悉容器化技術，如Docker和Kubernetes，於開發與部署環境

若您覺得目前未符合上列工作能力經驗，可額外提供下列資料給我們，將作為邀請面試的評估參考:
  (1)作品集
  (2)課程心得
  (3)概念性驗證(Proof of Concept；POC)",軟體工程師、全端工程師,待遇面議,全職,台北市內湖區瑞光路333號16樓,不需負擔管理責任,無需出差外派,"日班
9:00~18:00",週休二日,不限,1~6人,4年以上,大學以上,資訊管理相關、資訊工程相關、其他數學及電算機科學相關,"英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等
提升英文能力
提升英文能力",網路程式設計,Java、Oracle、JavaScript、Angular、Spring,SCJP,"● 溝通能力佳∕團隊合作∕耐心、穩定性高。 
● 反應快、邏輯思考能力強、具有很強的學習能力。
● 研發,創新, 喜開發新技術。
● 歡迎勇於挑戰、創新人士加入。
● 有數理相關知識優。
● 有JAVA相關認證優。

*** 面試前會有上機考試，請確認您是符合條件的，再投遞履歷，謝謝～",,,"在日新，我們以人為本．信任夥伴．開放溝通．共享共好

◆ 我們的薪酬制度，促使同仁激勵自我與個人發展，有努力就會有收穫 
 · 固定年終獎金1個月、考核獎金一年2次
 · 交通津貼、年節獎金及生日禮金
 · 年度調薪、升遷與教育訓練制度

◆ 我們的完善休假保險制度，照顧同仁的身體與心靈的健康 
 · 法令規定的勞保健保勞退當然有，除此之外我們還有團保意外險醫療險
 · 優於勞基法的休假制度：每年5天不扣薪病假、每年12天以上的特別休假
 · 年資達到5年10年，另有10天起跳的年資假
 · 年度體檢、年資健檢、哺乳室、線上諮商，每月還有護理師臨場服務

◆ 我們有福委會、社團跟許多活動，為增進同仁情誼、也希望同仁達到工作與生活平衡 
 · 國外員工旅遊(全額補助及旅遊公假)
 · 每週一次運動時間、每月一次按摩舒壓 
 · 福委會活動 ( 國內旅遊、家庭日、電影招待日、各類社團活動、慶生會等)
 · 部門一季Game Day ( 皮件手做、烘培、Go-kart、滑雪體驗 ...等豐富有趣的活動)

◆ 在日新最幸福的是..... 
 · 我們的咖啡廳有咖啡師來提供咖啡、下午茶點心，讓大家工作之餘也能放鬆心請
 · 我們有餐廳，由廚師團隊提供每日豐盛的早餐和午餐，不用煩惱每天要吃什麼
 · 我們有健身空間、器材及按摩椅，認真工作完也有機會動一動

在日新，我們的工作模式建立在互相尊重、互相信任，有貢獻就有回饋，現今正在尋找積極主動誠信的夥伴，一起創造工作的自由度與樂趣。",HR,false,0~5,2026-01-28 10:14:30.862876+00
8mr4o2025-12-05,C# WinForm 軟體工程師,政高有限公司,,2025-12-05,https://www.104.com.tw/job/8mr4o?jobsource=joblist_list,active,"1. 負責讀卡機之程式維護及改版
2. 進行軟體測試、修改與維護  
3. 修正系統問題並提出解決方案
4. 處理學校遇到讀卡問題 
5. 必需有 C# WinForm 實際開發經驗
6. 熟悉.NET Core  
7. 熟悉 MSSQL 
8.讀卡機事務改版完成後，除了原本讀卡機持續維運外，將會安排其他系統開發或調整維運。

※ 績效獎金另計",軟體工程師,"月薪40,000~50,000元取得專屬你的薪水報告",全職,台中市太平區樹孝路485號,不需負擔管理責任,需出差，一年累積時間約三個月以下,日班,週休二日,不限,1人,1年以上,大學以上,不拘,不拘,軟體程式設計、資料庫程式設計,AJAX、ASP.NET、C#、MS SQL、HTML、JavaScript、jQuery、Excel、PowerPoint、Visio、Word、WinForm、Visual Studio,,"1.熟悉ASP.NET者佳。     
2.熟悉Git者佳。    
3.有獨立接過專案者佳。",,,"◆ 保險類
1.勞保
2.健保
◆ 請 / 休假制度
依勞基法規定之各項請/休假規定
◆其他福利依各部門調整
-------------------------------------------
◆業務額外福利
1.績效獎金
2.完整的教育訓練
3.公司配車
4.通訊津貼
5.油資津貼

以上是正職人員福利，工讀生不適用",王先生,false,0~5,2026-01-28 07:41:09.581334+00
8mstx2026-01-24,SAP FI/CO軟體工程師,亞洲水泥股份有限公司,,2026-01-24,https://www.104.com.tw/job/8mstx?jobsource=joblist_bact_n,active,"1. 負責SAP FI/CO 模組IMG參數設定、角色權限設定、客製報表維護(含report painter及drill down report)、優化及開發。
2. 日常使用者問題諮詢、需求分析及問題解決。 
3. 專案執行。 
4. 其他主管交辦事項。",軟體工程師、營運管理師／系統整合／ERP專案師、系統分析師,待遇面議,全職,台北市大安區敦化南路二段207號30樓,不需負擔管理責任,需出差，一年累積時間未定,"日班
08:00~17:00",週休二日,不限,1人,1年以上,專科、大學、碩士,不拘,"英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等
提升英文能力
提升英文能力",系統整合分析、軟體程式設計、模組化系統設計,SAP FI、ABAP、SAP FICO、SAP IMG、SAP,,"1.須具備ABAP程式撰寫至少1年以上實務工作經驗
2.至少1年以上FI或CO模組經驗，有FI或CO模組導入與顧問認證尤佳
3.具會計背景或SAP其他模組相關經驗或網頁程式撰寫相關經驗尤佳",哺乳室、家庭照顧假、勞保、健保、陪產假、產假、特別休假、育嬰留停、女性生理假、勞退提撥金、產檢假、就業保險、員工體檢、職災保險,員工紅利、三節獎金/禮品、員工餐廳、生活工作諮詢、不扣薪病假、結婚禮金、生育津貼、社團補助、員工教育獎助學金、子女教育獎助學金、旅遊補助、部門聚餐、社團活動、員工團體保險,"◆工作與生活平衡
 1.與專業機構合作辦理員工協助方案，照顧您的身心靈
 2.30天有薪病假
 3.提供志工假
◆分紅/配股/員工信託持股
 1.員工紅利
 2.員工信託持股
◆ 獎金/禮品類
 1.年終獎金 
 2.春節/端午節/中秋節/五一勞動節/生日禮券發放
◆ 保險類
 1.勞保
 2.健保
 3.員工團保
 4.退休金
◆ 制度類
 1.完整的教育訓練
◆ 其他
 1.健康檢查
 2.關係企業-遠傳電信、遠東百貨、遠東商業銀行等各項員購優惠活動
 3.提供員工急難救助貸款
 4.退休員工關懷訪視
◆ 補助類
 1.社團補助
 2.旅遊補助
 3.結婚禮金/子女教育/生育補助
 4.年終聚餐",蘇小姐,false,0~5,2026-01-28 10:14:21.688998+00
8mt8q2025-05-09,研發工程師,博梭智能科技股份有限公司,https://www.104.com.tw/company/1a2x6bnaku?jobsource=joblist_list,2025-05-09,https://www.104.com.tw/job/8mt8q?jobsource=joblist_list,draft,,,,,,,,,,,,,,,,,,,,,,,,false,,2026-01-28 11:27:43.192894+00
8mtn32026-01-14,外包全端工程師,程豐資通股份有限公司,,2026-01-14,https://www.104.com.tw/job/8mtn3?jobsource=joblist_list,active,"合作方式：
- 規格：由我方制定。
- 設計：前端設計稿及相關圖片將由我方提供。
- 工作內容：根據規格與設計稿進行開發，並與我方 PM 保持溝通，與其他工程師合作。

計時方式： 按工時計算/按月計算。",軟體工程師、全端工程師,待遇面議,全職,新竹縣竹北市復興二路229號3樓之3,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,不限,2年以上,不拘,不拘,不拘,,HTML、JavaScript、CSS、ReactJS、Spring、Java、Linux、MySQL,,"必要條件:
- 具備 RESTful API 開發能力
- 熟悉 Spring Boot 及 Spring Framework
- 熟悉 Linux 基本操作
- 具備資料庫設計及程式開發能力
- 熟悉 MySQL 資料庫
- 了解 Maven, Gradle 等專案自動建置工具
- 具備 Git 版本控制工具使用經驗
- 具備前端框架 React 開發經驗

後端將會進行 code test。
若有作品可展示您的前端能力，請在投遞履歷時前附上前端作品，沒有前端作品者會額外進行前端 code test。",,,"【法定項目】
暫不提供

【其他福利】
暫不提供

◆ 獎金 / 禮品類
　1.年終獎金
◆ 保險類
　1.員工團保
◆ 制度類
　1.伙食費
◆ 請 / 休假制度
　1.週休二日",羅小姐,false,0~5,2026-01-28 10:02:19.154555+00
8mtpl2026-01-28,K100-AI軟體開發工程師,旺玖科技股份有限公司,,2026-01-28,https://www.104.com.tw/job/8mtpl?jobsource=joblist_list,active,"- 熟悉Tensorflow、Keras 等深度學習框架
- AI-RL增強式機器學習與佈署模型
- EDGE AI or TinyML與嵌入式系統應用
- Linux 軟體開發",軟體工程師、韌體工程師、通訊軟體工程師,待遇面議,全職,新竹市新竹科學園區力行一路10-2號,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1~2人,不拘,大學以上,資訊工程相關、電機電子工程相關,不拘,,tensorflow、Keras,,"1. 有 TensorFlow Lite 相關使用經驗
2. 有模型輕量化相關經驗
3. 有硬體加速 AI 運算相關經驗
4. 視狀況需求，需短期出差",,,"§ 員工入股、分紅，年終獎金、績效/營運獎金、年度調薪 
§ 彈性上下班，全年不扣薪病假6天(到職第一年依照到職比例給予)
§ 勞保、健保、勞退提繳、團險 
§ 部門聚餐、生日禮金、年節禮券、婚喪喜慶及生育補助、福委會旅遊補助、休閒活動設施
§ 教育訓練方案、外訓課程補助","人力資源處
合適者將於25個工作天內主動聯繫，不合適者將不另行通知",false,0~5,2026-01-28 09:50:31.504265+00
8mvip2026-01-28,【總部】軟體工程師,南寶樹脂化學工廠股份有限公司,,2026-01-28,https://www.104.com.tw/job/8mvip?jobsource=joblist_bact_n,active,"1.程式開發
2.具LLM 生成式AI工具(AI Agent/RAG)應用(尤佳)
3.完成主管交辦事項",AI工程師,"月薪35,000~45,000元取得專屬你的薪水報告",全職,台南市西港區中山路519號,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1~2人,不拘,大學、碩士,資訊工程相關、資訊管理相關,"英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等
提升英文能力
提升英文能力",AI、生成式AI,Python,,以下項目尤佳：熟悉LLM架構(LangChain)、生成式AI應用經驗、OCR應用發開經驗,哺乳室、家庭照顧假、勞保、健保、陪產假、產假、特別休假、育嬰留停、女性生理假、勞退提撥金、安胎假、產檢假、員工體檢,員工紅利、員工認股、年終獎金、三節獎金/禮品、員工餐廳、醫務室、結婚禮金、旅遊補助、國內旅遊、部門聚餐、社團活動、家庭日、員工停車位、特約商店、停車位、伙食津貼、員工團體保險,"◆ 【分紅/配股】| 員工紅利、員工持股信託
◆ 【獎金/禮品類】| 年終獎金/績效獎金、三節禮券/禮品、勞動節摸彩/禮品
◆ 【保險類】| 員工團保、意外險
◆ 【休閒類】| 國內旅遊/不定期活動/社團活動/健康促進課程
◆ 【制度類】| 員工提案/研發競賽獎金、完整的教育訓練、順暢的升遷管道
◆ 【補助類】| 結婚禮金、旅遊補助、住院慰問金、退休金提撥
◆ 【其他】| 員工停車位、健康檢查、特約商店、廠醫諮詢",陳小姐,false,6~10,2026-01-28 11:02:46.13444+00
8mvsa2026-01-15,軟體開發工程師Software Engineer(總管理處－資訊部),聯寶電子股份有限公司,,2026-01-15,https://www.104.com.tw/job/8mvsa?jobsource=joblist_list,active,"1. 獨立開發 Web 應用程式，從 需求分析、架構設計、功能開發 到 測試與維護，確保系
        統穩定與高效能。
2. 彙整需求端所提需求，並規劃開發時程，確保專案進度符合預期。
3. 使用 C# / .NET（ASP.NET Core / MVC） 進行 後端開發，設計並開發 RESTful API / 
        Web API。
4. 進行 前後端整合，確保數據流順暢並優化系統效能。
5. 操作並優化 SQL 資料庫（MS SQL、MySQL等），確保數據查詢與存取效能最佳化。
6. 具備前端開發能力，能夠使用 JavaScript / HTML5 / CSS3 進行 UI 開發與調整。
7. 使用 Git 版本控制 進行協作，並遵循開發流程與最佳實踐。
8. 撰寫 單元測試、整合測試，確保程式碼的品質與可維護性。
9. 需有 撰寫語法註解或工作日誌的習慣，確保團隊成員能快速理解開發內容與系統邏
        輯。
10. 參與 技術選型、系統架構設計，並撰寫技術文件。
11. 解決技術問題，提供高效且可擴展的解決方案。
12. 支援 線上系統錯誤排查、維護與優化，確保系統穩定運行。",軟體工程師、資料庫管理人員,待遇面議,全職,新北市新店區寶橋路235巷127號5樓,不需負擔管理責任,無需出差外派,日班,週休二日,可年後上班,1人,2年以上,大學、碩士,資訊工程相關、工程學科類,"英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等
提升英文能力
提升英文能力",,MS SQL、Microsoft Exchange、Vmware、HTML、Cisco、Firewall、MPLS、VPN、SAN/NAS、EMC/EMI,ISO 27001資訊安全管理系統主導稽核員,"• 具備 1年以上 C# / .NET 網頁開發經驗（大型專案經驗佳），具備獨立開發能力
• 熟悉 ASP.NET MVC / .NET Core 框架，具備 Web API / RESTful API 開發經驗。
• 熟練使用 SQL 資料庫（MS SQL / MySQL），具備資料庫設計與效能調校能力。
• 具備基本前端開發能力，熟悉 JavaScript / HTML5 / CSS3。
• 使用 Git 進行版本管理，具備團隊協作與程式碼管理經驗。
• 具備良好的 問題解決能力、自我管理能力，能夠主動學習並優化開發流程。
• 需有撰寫語法註解或工作日誌的習慣，確保程式碼可讀性與維護性。


接受其他後端語言開發者
• 若非 C# / .NET 開發人員，但具備其他 後端開發經驗（如 Python、Node.js、Java、
        Go 等），且願意學習 .NET 技術者，也歡迎應徵。",,,"【員工福利與發展】

1. 員工持股激勵制度：享有股票員工選擇權，並提供員工持股信託，獎勵金提撥比例高達 50%～100%。

2. 高額獎金制度：每月個人業績獎金、部門團體獎金、年終獎金、三節現金（五一勞動節、端午節、中秋節）、開工紅包。

3. 暢通昇遷管道與完善發展體系：明確的職涯發展階梯，搭配能力與工作導向的薪資結構。

4. 彈性工作制度：彈性上下班（08:00–09:00 & 17:00–18:00），每日 8 小時工作制；週六不補班、颱風假薪資照給。

5. 完善培訓機制：完整新人訓練、在職教育訓練、企業文化講座、菁英書院與共讀會、產學合作及在職進修補助。

6. 多元休閒活動：國內外員工旅遊、不定期團體活動、每月部門聚餐補助、社團參與，並提供免費咖啡無限暢飲。

7. 健康與保障：每年免費員工健檢、勞保、健保、勞退金依法提繳、團體保險。

8. 福利委員會補助：生日禮金、婚喪喜慶、生育禮金、慶生會及多項社團活動。

9. 交通便利：享有免費機車位，通勤無負擔。

10. 依法休假制度：依《勞動基準法》規定給予各項休假權益。",黃先生,false,0~5,2026-01-28 07:17:21.936716+00
8mx8a2026-01-25,軟體設計工程師（高雄）| 量化資料運算平台,嘉實資訊股份有限公司,,2026-01-25,https://www.104.com.tw/job/8mx8a?jobsource=joblist_list,active,"你也是 XQ 全球贏家或其他投資交易平台的忠實用戶嗎？
打造XQ 的量化交易功能，讓投資人能夠掌握市場先機、提升交易體驗，正是我們的主要任務之一 ! 
團隊以C/C++程式語言為基礎，並專注於金融市場的量化數據與運算平台， 開發及優化高效能的 client/server 架構，以協助用戶在交易決策中能更快、更精準。如果你對投資有熱忱，也樂於在工作中學習各方面的金融知識，快來加入我們吧!


【職責說明】
1. 金融市場的量化交易系統的開發和建置
2. 核心引擎的開發
3. 金融資料的整理和分析
4. windows平台開發為主


【必備技術】
熟悉C++

【加分項目】
1. 熟悉C#語言
2. 熟悉Git版本控制
3. 使用過XQ全球贏家的XS策略雷達、選股中心
4. 熟悉可協助自動化流程的腳本語言: NodeJS、Windows Batch 、PowerShell
5. 有CPE佳(大學程式能力檢定或類似檢定)
6. 對金融投資有興趣佳 



【職位特質】
1. 樂於學習應用新技術，並持續提升專業能力。
2. 具團隊合作精神，具良好溝通與組織合作能力。
3. 做事細心嚴謹，注重細節與準確性，確保每項任務都能高效且無誤地完成。



【5個你該來嘉實的理由】

◆ 活出「嘉實」，找到值得追求的企業願景 ◆

「嘉」，為善、幸福之意。投資不再讓少數人專美於前，我們矢志打造更便捷並讓分析資料更易取得的投資平台，為每個人及每個家庭找到專屬的理財規劃。

「實」，為實在、不造作之意。嘉實人做七分、講五分，以最真誠負責的態度研發每一項產品，並投入承諾做到最好。


◆ 產品創新，收入穩定成長 ◆

嘉實自創業累積超過20年專業經驗，於近期推出全台第一個自製的量化交易平台。連續10年股東權益報酬率都大於15%，上市櫃公司能達到此一標準者共只有36家；連續16年營收成長，上市櫃公司中能達到此一標準者只有4家。


◆ 以人為善，像家人般傾心相待 ◆

我們彼此信任，對於公司發展、產品規劃資訊從不藏私；我們相互扶持，設有職涯與身心諮詢機制，安排專屬peer與buddy一同學習成長；我們共享喜悅，每年不定期舉辦產品慶功與年節聚會、餐敘，創造和夥伴們的連結與互動。


◆ 友善職場，體驗最自在溫馨的工作環境與企業文化 ◆ 

重視工作與生活間的平衡，制定較彈性的上班工時與較寬鬆且優於勞基法的休假制度，同時備有專屬人體工學椅、豐盛零食與自動咖啡機等等，提供夥伴們適度的休閒空間，療癒身心並補充精力。


◆ 如果你也喜歡投資，就別猶豫了，快來開啟你的斜槓人生 ◆ 

在嘉實，公司開發的產品都能免費使用，每位夥伴都是產品使用者，更是產品的發想者。我們不定時邀請財經專家，舉辦投資講座相互分享切磋，快帶著你對投資理財的熱忱，和對財富自由的嚮往，與一群志同道合的同伴相遇吧!

----------------------------------------------------------------------------

也歡迎至官網了解更多細節: https://www.sysjust.com.tw/。",軟體工程師、Internet程式設計師,待遇面議,全職,高雄市前鎮區中山二路91號22樓之8,不需負擔管理責任,無需出差外派,"日班
09:00~18:30",週休二日,不限,不限,不拘,大學、碩士,資訊工程相關、資訊管理相關、其他數學及電算機科學相關,"英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂
提升英文能力
提升英文能力",軟體程式設計,C#、C++、Git、Node.js,,,,,"員工福利

 ◆ 除法定勞、健保，另有規劃員工及眷屬之團體保險
 ◆ 公費午餐供應吃到飽，員工無需付費
 ◆ 每日提供零食餅乾、咖啡茶飲
 ◆ 精緻優質健康檢查
 ◆ 慶生茶會
 ◆ 聖誕特別企劃
 ◆ 年終尾牙與摸彩
 ◆ 多樣豐富的員工社團


獎金與補助

 ◆ 結婚禮金、生育禮金、育兒津貼、三節禮金
 ◆ 生日禮券、慶生茶會
 ◆ 住院慰問金、重症慰問金、親眷事故慰問金
 ◆ 端午賀節金、中秋賀節金、春節賀節金
 ◆ 員工旅遊、私人旅遊贊助金


休假制度

 ◆ 週休二日
 ◆ 優於勞基法的休假制度，第一年即可享有10天特休
 ◆ 全薪病假
 ◆ 全薪家庭照顧事假
 ◆ 家庭照顧假
 ◆ 產檢假
 ◆ 陪產假
 ◆ 全薪陪產檢假


教育制度


 ◆ 教練式領導文化之創建與導入 
 ◆ 新人導航制度，培育專屬Buddy
 ◆ 經理人與高潛力人才完整訓練
 ◆ 個人職涯發展計畫
 ◆ 培育同儕支持網絡
 ◆ 職涯導師領航機制


公司環境與文化

 ◆ 公司鄰近捷運大坪林站3號出口(步行只要3分鐘)，交通方便
 ◆ 上班時段較彈性
 ◆ 絕佳的辦公環境，茶水間與洗手間全天候維護
 ◆ 書櫃藏書滿滿，開放借閱
 ◆ 零食餅乾多多，天天供應
 ◆ 活潑的工作氣氛，彼此尊重合作，共同激盪成長
 ◆ 持續引進國外金融科技技術，累積創新開發實力","系統收件
我們收到履歷後，如未符合任用者，本公司將您的資料建檔保存，不另通知。",false,0~5,2026-01-28 08:38:28.633084+00
8mxsz2026-01-27,遊戲測試工程師,瀚品數位科技有限公司,,2026-01-27,https://www.104.com.tw/job/8mxsz?jobsource=joblist_bact_n,active,"【工作內容】
1. 根據遊戲的功能及需求，撰寫測試計畫和測試案例。
2. 使用工作管理軟體和問題追蹤工具，進行測試執行、測試管理、問題追蹤。
3. 定期檢討優化測試流程。
4. 參與專案需求討論。
5. 主管交辦事項。

【知識】
1. 瞭解軟體測試方法(功能測試(function test)、安全性測試(Security test)、使用者測試(Usability test)、問題追蹤處理(Bug tracking)、軟體整合測試、壓力測試(stress test))
2. 具備API測試經驗 
3. 測試計劃及測試報告書撰寫
4. 熟悉吃角子老虎機、拉霸機類型遊戲。
5. 擅長邏輯思考與問題分析。
6. 良好時間控管能力。
7. 可獨立作業且有耐心

【技術】
- Python
- MySQL
- Postman
- Jmeter

** 應徵時請附上〈手動測試計劃〉和〈測試案例〉**
( 以上文件僅供面試審查使用，如有機密資訊請自行刪除 )",軟體工程師、其他資訊專業人員、後端工程師,"月薪40,000~56,000元取得專屬你的薪水報告",全職,台中市西屯區何安里臺灣大道二段910號11樓之7,不需負擔管理責任,無需出差外派,日班,週休二日,不限,1人,不拘,大學,不拘,不拘,測試環境建置規劃、功能測試(function test)、安全性測試(Security test)、使用者測試(Usability test)、問題追蹤處理(Bug tracking)、軟體整合測試、壓力測試(stress test)、測試計劃及測試報告書撰寫,Python、MySQL、Git,,"【加分項：希望經歷與能力】
1. 自動化測試平台 (Selenium、Appium or 其他) 
2. 程式能力 (Python) 
3. APP測試經驗 
4. 遊戲產品實務經驗
5. 捕魚機測試經驗",週休二日、家庭照顧假、勞保、健保、陪產假、產假、特別休假、育嬰留停、女性生理假、勞退提撥金、產檢假、員工體檢,年終獎金、三節獎金/禮品、員工餐廳、零食櫃、結婚禮金、生育津貼、旅遊補助、部門聚餐、慶生會、免費下午茶,"◆上班資訊 
-彈性工時，上足7.5小時即可下班
（上班8:30-9:30/下班17:30-18:30）
-上班地點：台中實體辦公
-設備：全新 Mac Pro (M3/M4)

◆基本權益
-依勞基法給假，特休、女性生理假、育嬰假、婚喪假、事假、病假、家庭照顧假等
-勞保、健保、勞退

◆充足的補充體力 
-午休時間1.5小
-滿滿零食櫃
-週五下午茶
-每日免費精品咖啡

◆福利制度
-見紅休
-滿一年即享旅遊假1日+旅遊津貼
-員工年度健康檢查補助
-各式禮金（三節、開工紅包、生日禮金、父母親禮金）

◆私心推薦 
-不定期聚餐（東方龍、茶六、The Wang、烘牛⋯）
-工作環境明亮整潔
-同事個性可愛好溝通 高手雲集收容所",HR,false,6~10,2026-01-28 11:39:30.778732+00
