ID,主要技能名稱,課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長,語言
84,Ruby,Chef Infrastructure Automation & DevOps Configuration,0,0 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/chef-infrastructure-automation-devops-configuration,Chef Infrastructure Automation & DevOps Configuration,"Scalability, Service Management, Full-Stack Web Development, Application Deployment, Infrastructure as Code (IaC), Cloud Computing, Continuous Deployment, CI/CD, Remote Access Systems, Servers, Apache, Configuration Management, Systems Administration, IT Automation",Configure and Automate Infrastructure with Chef | Design and Automate Infrastructure with Chef on AWS | Apply Chef to Automate Cloud Infrastructure Projects,,Starts Feb 17,P1M,P1M,en
85,PHP,Building Web Applications in PHP,4.7,4.3K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/web-applications-php,Building Web Applications in PHP,"Database Development, Web Servers, Development Environment, Data Validation, MySQL, Web Applications, PHP (Scripting Language), Web Development, Software Installation, Cascading Style Sheets (CSS), Back-End Web Development, Hypertext Markup Language (HTML)",,,Starts Feb 17,,,
86,PHP,"Full-Stack Web Development: PHP, HTML, CSS & JavaScript",4.3,23 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/full-stack-web-development-php-html-css-and-js,"Full-Stack Web Development: PHP, HTML, CSS & JavaScript","Web Components, Performance Tuning, Software Testing, Semantic Web, Development Environment, Full-Stack Web Development, Authorization (Computing), Database Management, Authentications, Software Architecture, Software Development Tools, Application Security","Web Development Mastery: HTML, CSS & JavaScript Fundamentals | Backend Development: Node.js, Express, MongoDB & REST APIs | PHP Mastery: Build Web Apps",,Starts Feb 17,P3M,P3M,en
87,PHP,Certified Entry-Level Python Programmer (PCEP),0,0 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/certified-entry-level-python-programmer-pcep,Certified Entry-Level Python Programmer (PCEP),"Data Structures, Maintainability, Computer Programming, Programming Principles, Functional Design, Development Environment, Software Installation, Software Development, Debugging, Computer Programming Tools, Data Processing, Application Development, Cross Platform Development, Program Development, Scripting, Verification And Validation, Data Preprocessing, Scripting Languages","PCEP: Python Setup | PCEP: Python Data Processing | PCEP: Python Conditionals, Loops, Functions, and Exceptions",,Starts Feb 17,P1M,P1M,en
88,PHP,Building Database Applications in PHP,4.8,1.1K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/database-applications-php,Building Database Applications in PHP,"MySQL, Secure Coding, Database Application, SQL, PHP (Scripting Language), Data Validation, Web Applications, Object Oriented Programming (OOP), Authentications, Database Development, Server Side",,,Starts Feb 17,,,
89,PHP,Master Full-Stack Web Development with Laravel & PHP,4.2,191 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/laravel-framework-and-php,Master Full-Stack Web Development with Laravel & PHP,"Software Documentation, Application Deployment, Restful API, Cloud API, Web Development, Data Validation, Application Development, Full-Stack Web Development",,,Starts Feb 17,,,
90,PHP,PHP Mastery: Build Web Apps,4.1,9 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/php-mastery-build-web-apps,PHP Mastery: Build Web Apps,"Database Management, Object-Relational Mapping, Full-Stack Web Development, Model View Controller, Software Testing, Application Frameworks, Authorization (Computing), Web Development, Web Applications, Development Environment, Application Security, Restful API, PHP (Scripting Language), Back-End Web Development, Authentications, Package and Software Management",,,Starts Feb 17,,,
91,PHP,Web Applications for Everybody,4.7,9.3K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/web-applications,Web Applications for Everybody,"Data Modeling, SQL, Database Design, Javascript, Databases, Database Development, Debugging, Web Development, Ajax, Object Oriented Programming (OOP), Javascript and jQuery, Secure Coding","Building Web Applications in PHP | Introduction to Structured Query Language (SQL) | Building Database Applications in PHP | JavaScript, jQuery, and JSON",,Starts Feb 17,P2M,P2M,en
92,PHP,Learn Object-Oriented Programming with PHP,4.6,38 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/oop-with-php,Learn Object-Oriented Programming with PHP,,,,,,,en
93,PHP,"Complete Web Development: HTML, CSS, JS & PHP Projects",0,0 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/packt-complete-web-development-html-css-js-and-php-projects,"Complete Web Development: HTML, CSS, JS & PHP Projects","Development Environment, Javascript, Application Deployment, Debugging, Web Development, Cloud Hosting, Search Engine Optimization, Servers, Program Development, Object Oriented Programming (OOP)","Web Development Fundamentals | Intermediate Web Development and Backend Basics | Advanced Development, Python, and Deployment",,Starts Feb 17,P1M,P1M,en
94,PHP,Programming with JavaScript,4.7,4.9K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/programming-with-javascript,Programming with JavaScript,"Computer Programming, Unit Testing, Program Development, JSON, Debugging, Package and Software Management, Web Applications, Web Development Tools, Event-Driven Programming, Programming Principles, Data Structures, Object Oriented Programming (OOP), Development Environment, Jest (JavaScript Testing Framework), Functional Design, Node.JS, Front-End Web Development, Javascript",,,Starts Feb 17,,,
95,PHP,Secure Coding in Laravel,4.5,25 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/secure-coding-in-laravel,Secure Coding in Laravel,"Data Validation, Security Testing, User Accounts, Authorization (Computing), Authentications, Security Controls, Cybersecurity, Vulnerability Scanning, Intrusion Detection and Prevention, Data Security, Distributed Denial-Of-Service (DDoS) Attacks, Security Awareness, Verification And Validation, Application Security, Encryption, Secure Coding","Laravel: Configure, Validate, Authenticate and Authorize | Laravel Additional Security | Laravel Protections",,Starts Feb 17,P1M,P1M,en
96,PHP,C Programming with Linux,4.6,436 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/c-programming-linux,C Programming with Linux,"Software Engineering, Computer Engineering, Computer Programming, Programming Principles, Software Documentation, Software Visualization, File I/O, Linux Servers, Debugging, Embedded Systems, Computer Science, Computer Architecture, Algorithms, Linux Commands, System Programming, File Systems",C Programming: Getting Started - 1 | C Programming: Language Foundations - 2 | C Programming: Modular Programming and Memory Management - 3 | C Programming: Pointers and Memory Management - 4 | C Programming: Advanced Data Types - 5 | Linux Basics: The Command Line Interface - 6 | C Programming: Using Linux Tools and Libraries - 7,,Starts Feb 17,P2M,P2M,en
97,Swift,Deep Dive into iOS & SwiftUI: 80-Hour Project Course,0,0 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/packt-deep-dive-into-ios-swiftui-80-hour-project-course,Deep Dive into iOS & SwiftUI: 80-Hour Project Course,"Test Driven Development (TDD), Performance Tuning, Data Integration, Model View Controller, Data Store, Mobile Development, Plot (Graphics), Application Design, Application Deployment, Software Architecture, Machine Learning Software, User Interface (UI), iOS Development, Real Time Data","Swift Programming Fundamentals & Intro to SwiftUI | SwiftUI Basics, UI Design, and Data Flow | Advanced SwiftUI, MVVM, and App Design Patterns | Advanced UI Components & Data Visualization in SwiftUI | Data-Driven Apps with Core Data, ML, and App Architecture | Interactive Interfaces, Animations, and Gamified Apps | Capstone Projects & Advanced Challenges",,Starts Feb 17,P3M,P3M,en
98,Swift,Programming Fundamentals in Swift,4.7,273 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/programming-fundamentals-swift,Programming Fundamentals in Swift,"Development Environment, Mobile Development, Application Development, Data Structures, iOS Development, Apple Xcode, Web Development, Swift Programming, Computer Programming, Object Oriented Programming (OOP), Programming Principles",,,Starts Feb 17,,,
99,Swift,Meta iOS Developer,4.6,8.6K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/meta-ios-developer,Meta iOS Developer,"Data Structures, Mobile Development, Javascript, Usability Testing, Version Control, Interaction Design, User Interface (UI), User Research, Persona (User Experience), iOS Development",Introduction to iOS Mobile Application Development | Version Control | Programming Fundamentals in Swift | Principles of UX/UI Design | Create the User Interface with SwiftUI | Advanced Programming in Swift | Working with Data in iOS | Mobile Development and JavaScript | React Basics | React Native | iOS App Capstone | Coding Interview Preparation,,Starts Feb 17,P8M,P8M,en
100,Swift,Advanced Programming in Swift,4.7,90 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/advanced-programming-in-swift,Advanced Programming in Swift,"Application Development, Swift Programming, Data Structures, Software Design, Unit Testing, Mobile Development, Debugging, Apple Xcode, Apple iOS, Object Oriented Programming (OOP), Software Testing",,,Starts Feb 17,,,
101,Swift,iOS App Development with Swift,3.9,1.6K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/app-development,iOS App Development with Swift,"Animations, Persistence, Programming Principles, User Interface and User Experience (UI/UX) Design, Model View Controller, Mobile Development, Application Design, Interaction Design, User Interface (UI), Application Development, Object Oriented Programming (OOP), iOS Development",Introduction To Swift Programming | iOS App Development Basics | App Design and Development for iOS | Build Your Own iOS App,,Starts Feb 17,P1M,P1M,en
102,Swift,Meta iOS UI Development,4.6,1.3K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/meta-ios-ui-development,Meta iOS UI Development,"Unit Testing, Data Structures, User Interface (UI) Design, Storyboarding, Software Testing, Programming Principles, Development Environment, Mobile Development, User Interface (UI), Application Development, Mobile Development Tools, Object Oriented Programming (OOP), iOS Development, Prototyping",Introduction to iOS Mobile Application Development | Programming Fundamentals in Swift | Create the User Interface with SwiftUI | Advanced Programming in Swift,,Starts Feb 17,P2M,P2M,en
103,Swift,Swift 5 iOS Application Developer,4.4,912 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/swift-5-ios-app-developer,Swift 5 iOS Application Developer,"Unit Testing, Data Structures, Software Testing, Model View Controller, Mobile Development, User Interface (UI), Application Development, Object Oriented Programming (OOP), Responsive Web Design, iOS Development, Transaction Processing","Introduction to Programming in Swift 5 | Introduction to iOS App Development with Swift 5 | Tables, Data & Networking in iOS | iOS App Store & In-App Purchases",,Starts Feb 17,P1M,P1M,en
104,Swift,IBM iOS and Android Mobile App Developer,4.6,8.1K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-ios-android-mobile-app-developer-pc,IBM iOS and Android Mobile App Developer,"Android Development, Mobile Development, Software Architecture, Software Design, AI Personalization, Responsive Web Design, Software Development Life Cycle, User Centered Design","Introduction to Mobile App Development | Introduction to Software Engineering | Get Started with Android App Development | Designing User Interfaces and Experiences (UI/UX) | Getting Started with Git and GitHub | Introduction to HTML, CSS, & JavaScript | Get Started with iOS App Development  | Flutter and Dart: Developing iOS, Android, and Mobile Apps | Developing Front-End Apps with React | React Native: Developing Android and iOS Apps | Mobile App Notifications, Databases, & Publishing | Mobile App Development Capstone Project  | Generative AI: Elevate your Software Development Career | Generative AI:  Turbocharge Mobile App Development",,Starts Feb 17,P5M,P5M,en
105,Swift,Swift Programming Fundamentals & Intro to SwiftUI,0,0 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-swift-programming-fundamental-intro-swiftui-anj2w,Swift Programming Fundamentals & Intro to SwiftUI,"Application Development, Application Deployment, UI Components, Functional Design, Apple Xcode, Application Design, iOS Development, Object Oriented Programming (OOP), Swift Programming, Apple iOS, User Interface (UI)",,,Starts Feb 17,,,
106,Swift,Build an iOS Stock Trading App with Swift & Charts,0,0 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/build-ios-stock-trading-app-swift-charts,Build an iOS Stock Trading App with Swift & Charts,"Data Visualization Software, Portfolio Management, Dataflow, UI Components, Financial Trading",,,Starts Feb 17,,,
107,Swift,Introduction to iOS Mobile Application Development,4.6,1K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-ios-mobile-application-development,Introduction to iOS Mobile Application Development,"UI Components, Apple Xcode, Swift Programming, Apple iOS, User Interface (UI), Development Environment, Application Development, iOS Development, Integrated Development Environments, Mobile Development, Objective-C (Programming Language), Storyboarding, Mobile Development Tools",,,Starts Feb 17,,,
108,Swift,Introduction To Swift Programming,3.9,1.4K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/swift-programming,Introduction To Swift Programming,"Apple Xcode, Swift Programming, Mobile Development, Integrated Development Environments, Programming Principles, Object Oriented Programming (OOP), Computer Programming, iOS Development, Apple iOS, Image Analysis, Objective-C (Programming Language)",,,Starts Feb 17,,,
109,Kotlin,Programming Fundamentals in Kotlin,4.7,346 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/meta-programming-fundamentals-kotlin,Programming Fundamentals in Kotlin,"Mobile Development, Computer Programming, Debugging, Kotlin, Object Oriented Programming (OOP), Programming Principles, Data Structures, Android Development",,,Starts Feb 17,,,
110,Kotlin,Kotlin for Java Developers,4.7,2.1K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/kotlin-for-java-developers,Kotlin for Java Developers,"Android Development, Unit Testing, Functional Design, Object Oriented Programming (OOP), Java Programming, Java, Spring Framework, IntelliJ IDEA, Kotlin, Interoperability",,,Starts Feb 17,,,
111,Kotlin,Advanced Programming in Kotlin,4.7,126 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/advanced-programming-in-kotlin,Advanced Programming in Kotlin,"Test Driven Development (TDD), Android Studio, Software Testing, Kotlin, Android Development, Mobile Development, Functional Design, Object Oriented Programming (OOP), Unit Testing",,,Starts Feb 17,,,
112,Kotlin,Meta Android UI Development,4.6,1.9K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/meta-android-ui-development,Meta Android UI Development,"Unit Testing, User Interface (UI) Design, Test Driven Development (TDD), Programming Principles, Development Environment, Android Development, Mobile Development, User Interface (UI), Application Development, Wireframing, Object Oriented Programming (OOP), Responsive Web Design, Prototyping",Introduction to Android Mobile Application Development  | Programming Fundamentals in Kotlin | Create the User Interface in Android Studio | Advanced Programming in Kotlin,,Starts Feb 17,P2M,P2M,en
113,Kotlin,Meta Android Developer,4.6,9.1K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/meta-android-developer,Meta Android Developer,"Data Structures, Android Development, Mobile Development, Javascript, Usability Testing, Version Control, Interaction Design, User Interface (UI), User Research, Persona (User Experience), User Experience Design",Introduction to Android Mobile Application Development  | Version Control | Programming Fundamentals in Kotlin | Principles of UX/UI Design | Create the User Interface in Android Studio | Advanced Programming in Kotlin | Working with Data in Android | Mobile Development and JavaScript | React Basics | React Native | Android App Capstone  | Coding Interview Preparation,,Starts Feb 17,P8M,P8M,en
114,Kotlin,Apply Kotlin to Build Real-World Android Apps,0,0 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/kotlin-android-app-development-specialization,Apply Kotlin to Build Real-World Android Apps,"User Interface (UI) Design, System Design and Implementation, Database Design, Development Environment, Android Development, Mobile Development, Application Design, Databases, Software Installation, Event-Driven Programming, User Interface (UI), Debugging, Application Development, Object Oriented Programming (OOP)",Master Kotlin Programming Fundamentals and OOP Concepts | Design and Build Advanced Android Apps with Kotlin | Build an Android Calculator App Using Kotlin | Build a Doctor Appointment System Using Kotlin,,Starts Feb 17,P1M,P1M,en
115,Kotlin,Writing Secure Code for Android,0,0 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/writing-secure-code-android,Writing Secure Code for Android,"Authorization (Computing), Authentications, Android Development, Mobile Development, Security Controls, Data Security, Application Development, Security Engineering, Key Management, Cryptography, Application Security, Encryption, Secure Coding","Intro to Secure Coding and Input Validation in Android | Memory, Encryption, and Protecting Data in Android | Access Control, Software Protection, System Integrity",,Starts Feb 17,P1M,P1M,en
116,Kotlin,Advanced Kotlin for Multi-Platform Development,0,0 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/advance-kotlin-for-multi-platform-development,Advanced Kotlin for Multi-Platform Development,"Android Jetpack, MongoDB, Cloud Deployment, API Design, Google Cloud Platform, User Interface (UI), Application Programming Interface (API), Kotlin, Android Development, Restful API, Back-End Web Development, Cross Platform Development, Mobile Development",,,Starts Feb 17,,,
117,Kotlin,IBM iOS and Android Mobile App Developer,4.6,8.1K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-ios-android-mobile-app-developer-pc,IBM iOS and Android Mobile App Developer,"Android Development, Mobile Development, Software Architecture, Software Design, AI Personalization, Responsive Web Design, Software Development Life Cycle, User Centered Design","Introduction to Mobile App Development | Introduction to Software Engineering | Get Started with Android App Development | Designing User Interfaces and Experiences (UI/UX) | Getting Started with Git and GitHub | Introduction to HTML, CSS, & JavaScript | Get Started with iOS App Development  | Flutter and Dart: Developing iOS, Android, and Mobile Apps | Developing Front-End Apps with React | React Native: Developing Android and iOS Apps | Mobile App Notifications, Databases, & Publishing | Mobile App Development Capstone Project  | Generative AI: Elevate your Software Development Career | Generative AI:  Turbocharge Mobile App Development",,Starts Feb 17,P5M,P5M,en
118,Kotlin,Android App Development,4.5,3.7K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/android-app-development,Android App Development,"Unit Testing, Software Engineering, Maintainability, Test Driven Development (TDD), Integration Testing, Software Design Patterns, Software Testing, Testability, Android Development, Mobile Development, File I/O, Object Oriented Programming (OOP), Test Automation, Application Security, Java, Development Testing","Java for Android | Android App Components - Intents, Activities, and Broadcast Receivers | Android App Components - Services, Local IPC, and Content Providers | Engineering Maintainable Android Apps | Capstone MOOC for ""Android App Development""",,Starts Feb 17,P2M,P2M,en
119,Kotlin,"Flutter and Dart: Developing iOS, Android, and Mobile Apps",4.5,147 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/flutter-and-dart-developing-ios-android-mobile-apps,"Flutter and Dart: Developing iOS, Android, and Mobile Apps","Android Development, User Interface (UI), Software Development Tools, User Interface and User Experience (UI/UX) Design, Mobile Development, Flutter (Software), iOS Development, Debugging, Application Programming Interface (API), Application Development, Apple iOS, Software Development, Application Frameworks, Cross Platform Development",,,Starts Feb 17,,,
120,Kotlin,Create the User Interface in Android Studio,4.6,154 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/create-the-user-interface-android-studio,Create the User Interface in Android Studio,"Kotlin, User Interface (UI), UI Components, Responsive Web Design, Animations, Android Jetpack, User Interface (UI) Design, Cross Platform Development, Mobile Development, Android Studio",,,Starts Feb 17,,,
121,React,React Basics,4.7,2.6K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/react-basics,React Basics,"Cascading Style Sheets (CSS), Debugging, Front-End Web Development, Hypertext Markup Language (HTML), Javascript, Event-Driven Programming, UI Components, Mobile Development, Web Applications, React.js, Application Development",,,Starts Feb 17,,,
122,React,Advanced React,4.6,1.5K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/advanced-react,Advanced React,"Software Design Patterns, React.js, Application Programming Interface (API), UI Components, Unit Testing, JavaScript Frameworks, Context Management, Web Development Tools, Front-End Web Development, Javascript, Jest (JavaScript Testing Framework)",,,Starts Feb 17,,,
123,React,Meta React,4.7,3.6K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/meta-react-specialization,Meta React,"Unit Testing, Software Design Patterns, Context Management, Javascript, Event-Driven Programming, Debugging, Front-End Web Development, Application Development, React.js",React Basics | Advanced React,,Starts Feb 17,P1M,P1M,en
124,React,Developing Front-End Apps with React,4.4,762 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/developing-frontend-apps-with-react,Developing Front-End Apps with React,"Javascript, React.js, Event-Driven Programming, Dataflow, JavaScript Frameworks, GitHub, Web Development, React Redux, UI Components, Restful API, Front-End Web Development, Application Programming Interface (API)",,,Starts Feb 17,,,
125,React,React Native,4.7,395 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/react-native-course,React Native,"iOS Development, Android Development, Mobile Development, Application Development, Front-End Web Development, Mobile Development Tools, React Native, Cross Platform Development, React.js, UI Components, User Interface (UI)",,,Starts Feb 17,,,
126,React,Meta React Native,4.6,11K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/meta-react-native,Meta React Native,"SQL, Mobile Development, Javascript, Design Research, Usability Testing, Version Control, Interaction Design, User Interface (UI), User Experience, User Research, Persona (User Experience), React.js, User Experience Design",Introduction to Mobile Development | Programming with JavaScript | Version Control | React Basics | React Native | Working with Data | Principles of UX/UI Design | Capstone (React App),,Starts Feb 17,P8M,P8M,en
127,React,Learn React,4.7,222 reviews,Intermediate · Course · 3 - 6 Months,https://www.coursera.org/learn/learn-react,Learn React,"UI Components, Event-Driven Programming, JavaScript Frameworks, Front-End Web Development, Cascading Style Sheets (CSS), Interaction Design, Web Frameworks, Application Programming Interface (API), Web Content Accessibility Guidelines, React.js, Web Development Tools, User Interface (UI)",,,Starts Feb 17,,,
128,React,Meta Front-End Developer,4.7,24K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/meta-front-end-developer,Meta Front-End Developer,"Unit Testing, User Interface and User Experience (UI/UX) Design, Javascript, Software Visualization, Design Research, Event-Driven Programming, Pseudocode, User Interface (UI), Debugging, User Experience, User Research, Software Versioning, Web Content Accessibility Guidelines, Linux Commands, User Experience Design, Usability",Introduction to Front-End Development | Programming with JavaScript | Version Control | HTML and CSS in depth | React Basics | Advanced React | Principles of UX/UI Design | Front-End Developer Capstone  | Coding Interview Preparation,,Starts Feb 17,P7M,P7M,en
129,React,Become a Professional React Developer,4.7,255 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/react,Become a Professional React Developer,"Data Management, Performance Tuning, Routing Protocols, Javascript, Interaction Design, Event-Driven Programming, User Interface (UI), Debugging, Application Performance Management, Front-End Web Development, Web Content Accessibility Guidelines, React.js, User Experience Design",Learn React | Learn Advanced React | What's new in React 19? | React Technical Interview Practice Questions | React Interview Questions,,Starts Feb 17,P2M,P2M,en
130,React,"JavaScript Programming with React, Node & MongoDB",4.4,1.4K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/javascript-programming-with-react-node-mongodb,"JavaScript Programming with React, Node & MongoDB","Data Structures, Performance Tuning, Database Design, Full-Stack Web Development, Javascript, Databases, Debugging, Front-End Web Development, Server Side, Ajax, Back-End Web Development, React.js, API Design",JavaScript Programming Essentials | Developing Front-End Apps with React | Developing Back-End Apps with Node.js and Express | Node.js & MongoDB: Developing Back-end Database Applications,,Starts Feb 17,P2M,P2M,en
131,React,Meta Full Stack Developer: Front-End & Back-End from Scratch,4.7,25K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/meta-full-stack-developer,Meta Full Stack Developer: Front-End & Back-End from Scratch,"SQL, Database Design, Mobile Development, Version Control, API Testing, Object Oriented Programming (OOP), Responsive Web Design, React.js, HTML and CSS",Introduction to Front-End Development | Programming with JavaScript | Version Control | HTML and CSS in depth | React Basics | Advanced React | Programming in Python | Introduction to Databases for Back-End Development | Django Web Framework  | APIs,,Starts Feb 17,P8M,P8M,en
132,React,IBM Full Stack Software Developer,4.6,60K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer,IBM Full Stack Software Developer,"Engineering Software, Cloud Deployment, Cloud-Native Computing, Application Deployment, Software Architecture, Cloud Computing Architecture, Data Import/Export, Cloud Computing, Server Side, CI/CD, Responsive Web Design, HTML and CSS, Software Development Life Cycle","Introduction to Software Engineering | Introduction to Cloud Computing | Introduction to HTML, CSS, & JavaScript | Getting Started with Git and GitHub | Developing Front-End Apps with React | Developing Back-End Apps with Node.js and Express | Python for Data Science, AI & Development | Developing AI Applications with Python and Flask | Django Application Development with SQL and Databases | Introduction to Containers w/ Docker, Kubernetes & OpenShift | Application Development using Microservices and Serverless  | Full Stack Application Development Capstone Project | Full Stack Software Developer Assessment | Generative AI: Elevate your Software Development Career | Software Developer Career Guide and Interview Preparation",,Starts Feb 17,P5M,P5M,en
133,Vue,Introduction to VueJS Framework,4.2,45 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/codio-introduction-to-vuejs-framework,Introduction to VueJS Framework,"HTML and CSS, Web Components, Front-End Web Development, Web Applications, JavaScript Frameworks, Vue.JS, Data Persistence, Javascript",,,Starts Feb 17,,,
134,Vue,The Complete Vue.js Course for Beginners,0,0 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-the-complete-vue-js-course-for-beginners-i44iy,The Complete Vue.js Course for Beginners,"Web Applications, Vue.JS, UI Components, Front-End Web Development, Data Management, User Interface (UI), JavaScript Frameworks, Web Design and Development, Application Programming Interface (API), Data Validation, Hypertext Markup Language (HTML), Event-Driven Programming",,,Starts Feb 17,,,
135,Vue,Microsoft Azure Data Fundamentals DP-900 Exam Prep,4.6,896 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/microsoft-azure-dp-900-data-fundamentals,Microsoft Azure Data Fundamentals DP-900 Exam Prep,"SQL, Database Administration, Data Warehousing, Data Store, Database Management, Databases, Data Processing, Cloud Services, Data Storage, Data Architecture, Azure Synapse Analytics",Explore Core Data Concepts in Microsoft Azure | Microsoft Azure SQL | Microsoft Azure Cosmos DB | Modern Data Warehouse Analytics in Microsoft Azure | Preparing for DP-900: Microsoft Azure Data Fundamentals Exam,,Starts Feb 17,P1M,P1M,en
136,Vue,Palo Alto Networks Cybersecurity,4.6,868 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/palo-alto-networks-cybersecurity-fundamentals,Palo Alto Networks Cybersecurity,"Network Administration, Network Infrastructure, Threat Modeling, Software As A Service, Cloud Deployment, Hybrid Cloud Computing, Threat Management, Endpoint Detection and Response, Security Controls, Cloud Infrastructure, Cybersecurity, Data Security, Threat Detection, Containerization, Cloud Security, Virtual Private Networks (VPN), AI Security, Network Security",Palo Alto Networks Cybersecurity Foundation | Palo Alto Networks Network Security Fundamentals | Palo Alto Networks Cloud Security Fundamentals | Palo Alto Networks Security Operations  Fundamentals,,Starts Feb 17,P1M,P1M,en
137,Vue,Fundamentals of VueJS,3.6,26 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/fundamentals-of-vuejs,Fundamentals of VueJS,"Data Store, Android Development, Event-Driven Programming, JavaScript Frameworks, Front-End Web Development, Web Applications, UI Components, Vue.JS, Web Development Tools, Development Environment",,,Starts Feb 17,,,
138,Vue,Visual Elements of User Interface Design,4.7,6.4K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/visual-elements-user-interface-design,Visual Elements of User Interface Design,"Human Computer Interaction, Graphic and Visual Design, User Experience Design, Layout Design, Design Elements And Principles, Interaction Design, Graphic Design, User Interface (UI) Design, Design, Information Architecture, Typography, Application Design",,,Starts Feb 17,,,
139,Vue,Intro to Vite,0,"Status: PreviewPreviewSScrimbaIntro to ViteSkills you'll gain:Frontend Performance, React.js, Web Development Tools, TypeScript, Front-End Web Development, JavaScript Frameworks, Build Tools, Development Environment, Application DeploymentBeginner · Course · 1 - 4 Weeks",Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/intro-to-vite,Intro to Vite,"Build Tools, Front-End Web Development, Frontend Performance, React.js, Application Deployment, Development Environment, Web Development Tools, JavaScript Frameworks, TypeScript",,,Starts Feb 17,,,
